,Probability of 0,Probability of 1
0,0.7117487016551538,0.28825129834484614
1,0.7139064400822323,0.28609355991776775
2,0.6232585320749738,0.37674146792502616
3,0.6235101798408973,0.37648982015910276
4,0.8997206787487283,0.10027932125127174
5,0.7105766385816761,0.28942336141832387
6,0.7205855570575295,0.2794144429424706
7,0.6740342764751279,0.3259657235248721
8,0.6346006904411794,0.3653993095588206
9,0.535191328930835,0.46480867106916496
10,0.8437272091260279,0.15627279087397208
11,0.8125843449323757,0.18741565506762423
12,0.6114870815116595,0.38851291848834046
13,0.7861448794125365,0.2138551205874635
14,0.8416455101740601,0.15835448982593991
15,0.8701319026827977,0.12986809731720228
16,0.6647983208855981,0.33520167911440196
17,0.7145100589145288,0.28548994108547127
18,0.7368571015612704,0.2631428984387297
19,0.9585236877645836,0.04147631223541636
20,0.6267125992178594,0.3732874007821406
21,0.6017839672857328,0.39821603271426714
22,0.9065951076477133,0.09340489235228669
23,0.7256306948128421,0.2743693051871578
24,0.8401860555915359,0.15981394440846405
25,0.8151034411683601,0.18489655883163988
26,0.7037938775470387,0.29620612245296135
27,0.6596682749002307,0.3403317250997693
28,0.6921817766353887,0.3078182233646113
29,0.47136677390114257,0.5286332260988574
30,0.6888417482227418,0.31115825177725814
31,0.5427661297021991,0.45723387029780094
32,0.67189667652477,0.32810332347523
33,0.9567626634657865,0.04323733653421344
34,0.7448926980040608,0.25510730199593923
35,0.8208359794252245,0.1791640205747755
36,0.6151989386926696,0.3848010613073304
37,0.7604329264925275,0.23956707350747253
38,0.6468564472238996,0.35314355277610043
39,0.62730098197758,0.37269901802242
40,0.8026374096237883,0.1973625903762117
41,0.6545819631902033,0.34541803680979666
42,0.8945026175786841,0.10549738242131593
43,0.7277856463889467,0.27221435361105334
44,0.7161961660801967,0.28380383391980335
45,0.6894945380220738,0.3105054619779262
46,0.6189026931605655,0.3810973068394345
47,0.6422903166822063,0.35770968331779374
48,0.44868466815112906,0.5513153318488709
49,0.7899390611460556,0.21006093885394442
50,0.8384102130030466,0.1615897869969534
51,0.6637774029759355,0.33622259702406454
52,0.7830993169878873,0.2169006830121128
53,0.692620523561848,0.307379476438152
54,0.5525792106676086,0.4474207893323913
55,0.7255938414718452,0.2744061585281548
56,0.5888686880004417,0.41113131199955827
57,0.7652012325482531,0.2347987674517469
58,0.6553290288158606,0.3446709711841393
59,0.8291423578447064,0.17085764215529367
60,0.8320512105901406,0.16794878940985933
61,0.8823170943901175,0.11768290560988245
62,0.7230328908304897,0.27696710916951034
63,0.6590273674927676,0.3409726325072324
64,0.7080903939499553,0.2919096060500447
65,0.8608258812882867,0.13917411871171328
66,0.6177509528964669,0.3822490471035331
67,0.5735405328354333,0.42645946716456673
68,0.7809327408627,0.2190672591372999
69,0.8763864360679875,0.12361356393201249
70,0.6626570510225824,0.3373429489774176
71,0.916289591735114,0.08371040826488595
72,0.9008930925196081,0.09910690748039187
73,0.8671954226868515,0.13280457731314857
74,0.5164251474337105,0.48357485256628946
75,0.7628225888394503,0.23717741116054972
76,0.6088050724067746,0.39119492759322533
77,0.6648178951929318,0.33518210480706817
78,0.7048905848464934,0.29510941515350664
79,0.7380811710248858,0.26191882897511426
80,0.6165099533671818,0.3834900466328182
81,0.9662011451539518,0.033798854846048214
82,0.6978647863133894,0.30213521368661056
83,0.5904072487692116,0.40959275123078837
84,0.8081027537081426,0.19189724629185748
85,0.6799675451528921,0.3200324548471079
86,0.9521803682501048,0.04781963174989519
87,0.6856230521235758,0.3143769478764242
88,0.5423074742853846,0.45769252571461533
89,0.7856416934522197,0.2143583065477803
90,0.6512049191160654,0.34879508088393457
91,0.6587065563147825,0.3412934436852175
92,0.6309696669348555,0.3690303330651445
93,0.8149821527161571,0.1850178472838428
94,0.6079987921320378,0.39200120786796216
95,0.7185042627382073,0.28149573726179267
96,0.6546126951833181,0.3453873048166819
97,0.5796111940658171,0.42038880593418293
98,0.8003155022374174,0.1996844977625826
99,0.6133605550070935,0.3866394449929064
100,0.855888719325076,0.14411128067492396
101,0.6199777396639115,0.3800222603360886
102,0.7171774634082685,0.2828225365917315
103,0.7342713128515375,0.26572868714846254
104,0.5814481613815532,0.41855183861844686
105,0.7844298250913493,0.2155701749086507
106,0.660444210887605,0.33955578911239503
107,0.5844676449547443,0.41553235504525565
108,0.9597229680325332,0.04027703196746682
109,0.6915322914716284,0.3084677085283716
110,0.9852610014774755,0.014738998522524503
111,0.7386980866606487,0.2613019133393512
112,0.668558958182047,0.33144104181795303
113,0.6063479859641809,0.39365201403581906
114,0.544121638197931,0.455878361802069
115,0.5713582531508522,0.4286417468491478
116,0.8225406240486857,0.17745937595131428
117,0.772980166763832,0.22701983323616806
118,0.604557759184706,0.39544224081529394
119,0.7697557527064257,0.23024424729357432
120,0.44762955650771896,0.552370443492281
121,0.8008049896558741,0.19919501034412587
122,0.5721459926557737,0.42785400734422624
123,0.6295489955812964,0.3704510044187036
124,0.6341216707564183,0.3658783292435816
125,0.5922750101056377,0.40772498989436234
126,0.5263903979283631,0.47360960207163694
127,0.5889807993479197,0.41101920065208025
128,0.8008283738344819,0.19917162616551812
129,0.9376753478285661,0.06232465217143391
130,0.5610318890470669,0.4389681109529331
131,0.7139641443394797,0.2860358556605202
132,0.598191131911789,0.40180886808821104
133,0.6401460731949932,0.35985392680500683
134,0.6063485006690644,0.3936514993309356
135,0.670438476511914,0.32956152348808604
136,0.5405111456072786,0.4594888543927214
137,0.8717345403953554,0.12826545960464464
138,0.6212875578663956,0.37871244213360444
139,0.7227695037753465,0.2772304962246534
140,0.8218733034734568,0.17812669652654323
141,0.45342902982695743,0.5465709701730426
142,0.5874727720372732,0.4125272279627268
143,0.7571869917763434,0.24281300822365656
144,0.6555588851615384,0.3444411148384617
145,0.8316297677751159,0.16837023222488415
146,0.5541951768975473,0.4458048231024528
147,0.7210343332785214,0.2789656667214786
148,0.8325710970555313,0.1674289029444687
149,0.5565330482196685,0.44346695178033146
150,0.653621446770237,0.346378553229763
151,0.7770629764425276,0.22293702355747233
152,0.7854601689892189,0.21453983101078106
153,0.6885365912235198,0.31146340877648016
154,0.6747885617006362,0.3252114382993638
155,0.5378928129413719,0.4621071870586281
156,0.7179071538751937,0.28209284612480634
157,0.9367746891149822,0.06322531088501783
158,0.6462674058697802,0.3537325941302198
159,0.7368376277702047,0.2631623722297954
160,0.512751755855875,0.4872482441441251
161,0.9356570962709729,0.06434290372902704
162,0.6038437884273995,0.39615621157260045
163,0.650910334071386,0.34908966592861407
164,0.6531738729314187,0.3468261270685813
165,0.9042675476136088,0.09573245238639116
166,0.740504740467623,0.259495259532377
167,0.6738132595287512,0.3261867404712489
168,0.8784698513306223,0.1215301486693777
169,0.5707394498974361,0.4292605501025639
170,0.6266910734359854,0.37330892656401454
171,0.61858242169584,0.38141757830415995
172,0.76466104141907,0.23533895858092996
173,0.5373921367881385,0.4626078632118616
174,0.8119786984648364,0.18802130153516358
175,0.6418074623870451,0.3581925376129549
176,0.6763106394530143,0.32368936054698566
177,0.6609458035190257,0.33905419648097435
178,0.7095745177359658,0.2904254822640342
179,0.6664779937345048,0.3335220062654952
180,0.7133113031796818,0.2866886968203182
181,0.7807354159117021,0.2192645840882979
182,0.5500583948880335,0.4499416051119665
183,0.6269564904624974,0.37304350953750265
184,0.827958265573469,0.172041734426531
185,0.7130205060913997,0.28697949390860034
186,0.6931790740001371,0.30682092599986294
187,0.5670761640080444,0.4329238359919556
188,0.6871119168108997,0.31288808318910033
189,0.6349104184936357,0.3650895815063643
190,0.9544574988182783,0.04554250118172164
191,0.682950201609094,0.317049798390906
192,0.8104842927364103,0.1895157072635897
193,0.7189319793206512,0.2810680206793487
194,0.9371803209028722,0.06281967909712786
195,0.6334616770591368,0.36653832294086314
196,0.7703254764517429,0.22967452354825707
197,0.5789664871135245,0.42103351288647556
198,0.5457132163753862,0.4542867836246139
199,0.5791801500261132,0.4208198499738868
200,0.508923151149901,0.4910768488500989
201,0.7061724720758207,0.2938275279241794
202,0.844968770075499,0.15503122992450102
203,0.8730641497370568,0.12693585026294324
204,0.6553939660591599,0.34460603394084016
205,0.5949041065162023,0.4050958934837977
206,0.8222098825559366,0.17779011744406337
207,0.953359054967401,0.046640945032598996
208,0.7808449720328761,0.2191550279671239
209,0.7388686700796105,0.2611313299203895
210,0.7003638875786711,0.2996361124213289
211,0.8776722436628615,0.12232775633713855
212,0.6467781167920479,0.35322188320795206
213,0.9229256936087884,0.0770743063912116
214,0.5935421278662237,0.40645787213377627
215,0.9454735750493067,0.05452642495069324
216,0.6497682988740281,0.3502317011259719
217,0.5886368059956952,0.41136319400430477
218,0.695098028854066,0.3049019711459339
219,0.7650192676363753,0.23498073236362474
220,0.7053065428869008,0.2946934571130993
221,0.643575224622547,0.35642477537745304
222,0.6487828554413932,0.3512171445586068
223,0.9469706857463598,0.05302931425364023
224,0.8186948522808557,0.18130514771914424
225,0.8087346239971546,0.19126537600284546
226,0.5882632294856389,0.41173677051436114
227,0.7275807483651491,0.2724192516348509
228,0.6719456904413387,0.32805430955866133
229,0.5640742386704365,0.43592576132956345
230,0.8828682903737581,0.11713170962624189
231,0.8283599333618443,0.17164006663815573
232,0.7801184562048534,0.21988154379514657
233,0.6275609430601287,0.37243905693987134
234,0.7272328074537155,0.27276719254628445
235,0.5287020396104354,0.47129796038956456
236,0.7524814852016909,0.24751851479830908
237,0.6072419720691156,0.39275802793088443
238,0.8261417852836596,0.17385821471634041
239,0.772347667907092,0.227652332092908
240,0.6909512446366644,0.30904875536333565
241,0.7239989980698944,0.2760010019301055
242,0.6208938985487396,0.3791061014512604
243,0.7420633735497089,0.2579366264502912
244,0.8976118404495643,0.10238815955043562
245,0.8360900016578978,0.16390999834210215
246,0.7083758526415731,0.2916241473584269
247,0.7918543475862304,0.20814565241376956
248,0.6625819152573362,0.3374180847426637
249,0.6848259526915779,0.3151740473084221
250,0.6803519606382623,0.3196480393617377
251,0.7098031469929207,0.2901968530070793
252,0.5841364902509192,0.4158635097490809
253,0.7742564589305453,0.22574354106945474
254,0.611097456386418,0.38890254361358195
255,0.8704024137606402,0.12959758623935977
256,0.7482434088127246,0.2517565911872754
257,0.6360341369674474,0.3639658630325526
258,0.6582086534347089,0.34179134656529103
259,0.5385511559925318,0.4614488440074682
260,0.6617085038623627,0.33829149613763737
261,0.876187098471813,0.12381290152818702
262,0.6086205780243636,0.3913794219756363
263,0.4622540190020773,0.5377459809979227
264,0.7771437225091471,0.2228562774908529
265,0.6780040601568842,0.3219959398431158
266,0.6900463403459302,0.30995365965406985
267,0.9696044718153889,0.030395528184611137
268,0.770918465743003,0.22908153425699695
269,0.7613061280858373,0.23869387191416272
270,0.6421420940222058,0.35785790597779416
271,0.6951101619587001,0.3048898380412999
272,0.8370263430949961,0.1629736569050039
273,0.5320233283482093,0.4679766716517907
274,0.7561686961758523,0.2438313038241477
275,0.777109807971906,0.22289019202809404
276,0.6642112831631459,0.3357887168368541
277,0.6850101158277355,0.31498988417226453
278,0.8516992537178509,0.14830074628214907
279,0.7460622112484432,0.25393778875155676
280,0.5576475094290718,0.4423524905709281
281,0.839359422958852,0.16064057704114795
282,0.5646498973392617,0.43535010266073826
283,0.697552909311111,0.30244709068888903
284,0.8215254144132963,0.17847458558670373
285,0.6955660504779464,0.30443394952205355
286,0.6648508688927166,0.33514913110728345
287,0.6602101903665385,0.3397898096334615
288,0.8484523890789687,0.15154761092103128
289,0.7838385431174726,0.21616145688252747
290,0.7583296615228928,0.2416703384771072
291,0.723924050794372,0.27607594920562795
292,0.7754498166869939,0.22455018331300616
293,0.6075984752311456,0.39240152476885437
294,0.6124720175750241,0.3875279824249759
295,0.5963180375764386,0.40368196242356136
296,0.7648178488525037,0.23518215114749624
297,0.6107464590991931,0.3892535409008068
298,0.7262430274699989,0.2737569725300011
299,0.6717448859599494,0.3282551140400506
300,0.6321534512203699,0.3678465487796301
301,0.6781920855577884,0.3218079144422116
302,0.9680850810075842,0.03191491899241579
303,0.9286133023682819,0.07138669763171811
304,0.7538682652871075,0.24613173471289254
305,0.6011831410253736,0.39881685897462643
306,0.7899067980124473,0.21009320198755266
307,0.9081183205944544,0.09188167940554559
308,0.7528647507861552,0.24713524921384483
309,0.6072576237790657,0.3927423762209343
310,0.6998316753612794,0.3001683246387206
311,0.7291051224056837,0.27089487759431635
312,0.6164854989470181,0.38351450105298185
313,0.7047626106733721,0.2952373893266279
314,0.5627662510366502,0.4372337489633498
315,0.6520669642572399,0.3479330357427602
316,0.743376391016674,0.25662360898332603
317,0.46302666489060607,0.5369733351093939
318,0.6693718720798143,0.3306281279201857
319,0.5955506866890568,0.4044493133109433
320,0.6654867119958763,0.3345132880041237
321,0.7945130569534047,0.20548694304659534
322,0.9275601439282767,0.0724398560717233
323,0.5596448791632016,0.44035512083679845
324,0.8042064293495117,0.19579357065048827
325,0.8804953405349226,0.11950465946507734
326,0.7346713368056281,0.2653286631943719
327,0.8563137730041068,0.14368622699589323
328,0.666482132540009,0.33351786745999107
329,0.8868096285167152,0.11319037148328483
330,0.7097871656806177,0.2902128343193823
331,0.6832034831490648,0.3167965168509352
332,0.604225931907308,0.39577406809269206
333,0.93848144727427,0.061518552725730084
334,0.6755401824601157,0.3244598175398843
335,0.44807145459070774,0.5519285454092923
336,0.7499529038948427,0.25004709610515735
337,0.56143900833589,0.43856099166410994
338,0.7275669645386529,0.2724330354613472
339,0.4932422486168133,0.5067577513831867
340,0.8145401356199845,0.18545986438001552
341,0.5686889899912135,0.4313110100087864
342,0.9651261957212223,0.03487380427877775
343,0.6605587831145538,0.3394412168854462
344,0.719849303538295,0.280150696461705
345,0.7792102697906483,0.2207897302093517
346,0.8374277530482784,0.16257224695172154
347,0.6699658425420385,0.33003415745796144
348,0.6243700329663706,0.37562996703362944
349,0.9583473806435361,0.04165261935646396
